opis,opis_code,delo,portal_id,name,pages,expected,status
Опись 2,2,0075,670,"Письма Всесоюзного общества изобретателей К.Э. Циолковскому с предложением оказания помощи в связи с болезнью. Вид материала: письма Способ воспроизведения: автограф, машинопись Языки: русский",9,9,ok
Опись 2,2,0076,671,"Калькуляция стоимости брошюр, издаваемых К.Э. Циолковским за свой счет. Вид материала: калькуляция Способ воспроизведения: автограф Языки: русский",6,6,ok
Опись 2,2,0077,672,"Подписной лист на боевую эскадрилью ""Научный работник - обороне СССР"", подписанный К.Э. Циолковским в составе членов Калужской секции научных работников. Вид материала: подписной лист Способ воспроизведения: автограф Языки: русский",3,3,ok
Опись 2,2,0077а,673,"Очерк Ассонова В.В. ""Друзья К.Э. Циолковского"". Вид материала: очерк Способ воспроизведения: машинопись Языки: русский",7,7,ok
Опись 2,2,0077б,674,"Фрагмент мемуаров Ассонова В.В. о К.Э. Циолковском. Вид материала: фрагмент мемуаров Способ воспроизведения: автограф, машинопись Языки: русский",39,39,ok
Опись 2,2,0077в,675,"Статья Бунескула Е.Г. ""Мои воспоминания о К.Э. Циолковском"". Вид материала: статья Способ воспроизведения: машинопись Языки: русский",14,14,ok
Опись 2,2,0078,676,"Воспоминания Кажинского Б.Б. о встречах с К.Э. Циолковским, обсуждении вопроса о передаче мыслей на расстоянии; фрагмент работы ""Биологическая радиосвязь"". Вид материала: воспоминания Способ воспроизведения: машинопись Языки: русский",16,16,ok
Опись 2,2,0079,677,"Воспоминания Л. Кассиля о К.Э. Циолковском ""Звездоплаватель и земляки"". Вид материала: воспоминания Способ воспроизведения: машинопись Языки: русский",30,30,ok
Опись 2,2,0079а,678,"Статья А.А. Космодемьянского ""К.Э. Циолковский - основоположник современной ракетодинамики"". Вид материала: статья Способ воспроизведения: машинопись Языки: русский",35,35,ok
Опись 2,2,0080,679,"Записи В. Костина (внука К.Э. Циолковского) ""Последние дни дома"". Вид материала: записи Способ воспроизведения: машинопись Языки: русский",3,3,ok
Опись 2,2,0081,680,"Воспоминания Марии Константиновны Костиной, дочери К.Э. Циолковского. Вид материала: воспоминания Способ воспроизведения: машинопись Языки: русский",4,4,ok
Опись 2,2,0082,681,"Воспоминания Муси Костиной, внучки К.Э. Циолковского. Вид материала: воспоминания Способ воспроизведения: машинопись Языки: русский",3,3,ok
Опись 2,2,0083,682,"Очерк Н. Крэн о К.Э. Циолковском ""Калуга"". Вид материала: очерк Способ воспроизведения: машинопись Языки: русский",14,14,ok
Опись 2,2,0085,683,"Схема ""Потомки К.Э. Циолковского"", составленная [Я.И. Перельманом]. Вид материала: схема Способ воспроизведения: автограф Языки: русский",2,2,ok
Опись 2,2,0085а,684,"Статья Г.В. Пленкова ""Новые материалы о К.Э. Циолковском"". Вид материала: статья Способ воспроизведения: машинопись Языки: русский",5,5,ok
Опись 2,2,0085б,685,"Статья Я.А. Рапопорта ""Воспоминания о К.Э. Циолковском"". Вид материала: статья Способ воспроизведения: машинопись Языки: русский",24,24,ok
Опись 2,2,0085в,686,"Исследование С.И. Самойловича ""Жизнь и педагогическая деятельность Константина Эдуардовича Циолковского (по документальным материалам)"". Вид материала: очерк Способ воспроизведения: машинопись Языки: русский",496,496,ok
Опись 2,2,0086,687,Фрагмент воспоминаний врача Н.И. Сироткина о К.Э. Циолковском. Вид материала: воспоминания Способ воспроизведения: машинопись Языки: русский,7,7,ok
Опись 2,2,0087,688,"Стенограмма доклада академика А.Е. Ферсмана ""Циолковский - ученый"". Вид материала: стенограмма Способ воспроизведения: машинопись Языки: русский",44,44,ok
Опись 2,2,0087а,689,"Фрагмент мемуаров М.Е. Филиппова ""О великом ученом К.Э. Циолковском"". Вид материала: мемуары Способ воспроизведения: автограф, машинопись, типографская печать Языки: русский",197,197,ok
Опись 2,2,0088,690,Воспоминания жены К.Э. Циолковского В.Е. Циолковской. Вид материала: воспоминания Способ воспроизведения: машинопись Языки: русский,9,9,ok
Опись 2,2,0089,691,Воспоминания дочери К.Э. Циолковского Л.К. Циолковской. Вид материала: воспоминания Способ воспроизведения: машинопись Языки: русский,13,13,ok
Опись 2,2,0090,692,Воспоминания дочери К.Э. Циолковского Л.К. Циолковской. Вид материала: воспоминания Способ воспроизведения: машинопись с правкой автора Языки: русский,82,82,ok
Опись 2,2,0091,693,Черновые материалы к воспоминаниям дочери К.Э. Циолковского Л.К. Циолковской. Вид материала: воспоминания Способ воспроизведения: автограф Языки: русский,247,247,ok
Опись 2,2,0091а,694,"Мои воспоминания, написанные дочерью К.Э. Циолковского Л.К. Циолковской. Вид материала: воспоминания Способ воспроизведения: рукопись Языки: русский",171,171,ok
Опись 2,2,0092,695,"Фрагмент воспоминаний Л.К. Циолковской ""Циолковский и общественность до и после революции"". Вид материала: воспоминания Способ воспроизведения: автограф, машинопись Языки: русский",45,45,ok
Опись 2,2,0092а,696,"Фрагмент воспоминаний Л.К. Циолковской ""Пьесы из жизни Циолковского"". Вид материала: воспоминания Способ воспроизведения: рукопись Языки: русский",395,395,ok
Опись 2,2,0093,697,Записи А.Л. Чижевского о К.Э. Циолковском. Вид материала: автобиография Способ воспроизведения: машинопись Языки: русский,9,9,ok
Опись 2,2,0093а,698,"Фрагмент статьи неустановленного автора ""Советские атланты нашего времени поддерживают ""небесный свод"" социализма, советские прометеи 20 века похищают с неба огонь заатмосферных полетов"", посвященной К.Э. Циолковскому. Вид материала: статья Способ воспроизведения: машинопись Языки: русский",7,7,ok
Опись 2,2,0094,699,"Бюллетени о состоянии здоровья К.Э. Циолковского, газетные статьи и заметки, посвященные годовщине смерти ученого. Вид материала: бюллетени Способ воспроизведения: газетные вырезки Языки: русский",37,37,ok
Опись 2,2,0095,700,"Извещения о смерти К.Э. Циолковского и некрологи. Вид материала: извещения, некрологи Способ воспроизведения: газетные вырезки Языки: русский",21,21,ok
Опись 2,2,0096,701,Соболезнования по поводу смерти К.Э. Циолковского. Вид материала: соболезнования Способ воспроизведения: автограф Языки: русский,11,11,ok
Опись 2,2,0097,702,"Передовая статья газеты ""Правда"", посвященная памяти К.Э. Циолковского. Вид материала: статья Способ воспроизведения: газетные вырезки, машинопись Языки: русский",3,3,ok
Опись 2,2,0098а,703,"Статья и заметки в газетах и журналах, посвященные памяти К.Э. Циолковского. Вид материала: статья Способ воспроизведения: газетные вырезки Языки: русский",253,253,ok
Опись 2,2,0099,704,"Калужские газеты ""Знамя"" и ""Молодой ленинец"" со статьями о К.Э. Циолковском. Вид материала: статьи Способ воспроизведения: газетные вырезки Языки: русский",3,3,ok
Опись 2,2,0100,705,"Некролог, посвященный К.Э. Циолковскому, опубликованный в первом выпуске журнала ""Ракетная техника"". Вид материала: некролог Способ воспроизведения: машинопись Языки: русский",71,71,ok
Опись 2,2,0101,706,"Афиши вечеров и докладов, посвященных памяти К.Э. Циолковского. Вид материала: афиши Способ воспроизведения: типографская печать Языки: русский",3,3,ok
Опись 2,2,0102,707,"Протокол заседания Совета Всесоюзной выставки изобретательства и рационализации об открытии раздела, посвященного К.Э. Циолковскому. Вид материала: протокол Способ воспроизведения: машинопись Языки: русский",49,49,ok
Опись 2,2,0103,708,"Устав, программа и обращение Общества любителей межпланетных сообщений им. К.Э. Циолковского. Вид материала: обращение, программа, устав Способ воспроизведения: машинопись Языки: русский",24,24,ok
Опись 2,2,0103а,709,"Протокол совещания бывших учениц К.Э. Циолковского, воспитанниц Калужского женского епархиального училища с писателем Т.В. Чурилиным по обсуждению сведений и материалов о К.Э. Циолковском. Вид материала: протокол Способ воспроизведения: машинопись Языки: русский",16,16,ok
Опись 2,2,0103б,710,"Материалы, связанные с вручением посольству СССР во Франции медали и диплома Французского аэронафтического клуба, присужденных посмертно К.Э. Циолковскому. Вид материала: материалы Способ воспроизведения: машинопись, рукопись Языки: русский, французский",24,24,ok
Опись 2,2,0103в,711,"Переписка В.В. Ассонова, Н.А. Маслова, С.И. Самойловича и др. с Отделом культуры ЦК КПСС, Министерством культуры СССР, киностудией художественных фильмов им. А.М. Горького и др. Вид материала: письма Способ воспроизведения: машинопись, рукопись Языки: русский",21,21,ok
Опись 2,2,0103г,712,"Переписка В.В. Ассонова, М.Е. Филиппова, Н.А. Маслова и др. с ЦК КПСС, Министерством культуры СССР и др. о выборе проекта и месторасположения музея им. К.Э. Циолковского в Калуге. Вид материала: письма Способ воспроизведения: машинопись, рукопись Языки: русский",6,6,ok
Опись 2,2,0103д,713,"Переписка В.В. Ассонова с редакцией калужской газеты ""Знамя"", дирекцией Института истории естествознания и техники АН СССР и др. по поводу статьи С.И. Самойловича ""Циолковский - инженер-конструктор"". Вид материала: письма Способ воспроизведения: машинопись Языки: русский",8,8,ok
Опись 2,2,0104,714,"Письмо В.В. Ассонова Б.Н. Воробьеву о роли профессора Н. Анощенко в жизни К.Э. Циолковского. Вид материала: письмо Способ воспроизведения: машинопись, рукопись Языки: русский",3,3,ok
Опись 2,2,0105,715,Фотографии проектов памятников К.Э. Циолковскому. Вид материала: проекты Способ воспроизведения: фото Языки: русский,3,3,ok
Опись 2,2,0106,716,Плакат с извещением о приеме студентов в дирижаблестроительный институт им. К.Э. Циолковского. Вид материала: плакат Способ воспроизведения: типографская печать Языки: русский,23,23,ok
Опись 2,2,0107,717,Отчет о работе Дома-музея К.Э. Циолковского за 1936 год. Вид материала: отчёт Способ воспроизведения: машинопись Языки: русский,257,257,ok
Опись 2,2,0108,718,"Переписка по вопросам организации, оборудования и финансирования Дома-музея им. К.Э. Циолковского. Вид материала: письма Способ воспроизведения: автограф, машинопись, рукопись Языки: русский",25,25,ok
Опись 2,2,0109,719,"Переписка председателя Комиссии по изданию трудов К.Э. Циолковского Б.Н. Воробьева с начальником Дирижаблестроя и секретарем Калужского райкома ВКП(б). Вид материала: письма Способ воспроизведения: автограф, машинопись Языки: русский",5,5,ok
Опись 2,2,0110,720,Письмо С.А. Михайлова о необходимости замены руководителя Музея К.Э. Циолковского более квалифицированным сотрудником. Вид материала: письмо Способ воспроизведения: автограф Языки: русский,14,14,ok
Опись 2,2,0111,721,"Переписка председателя Комиссии по разбору и изданию трудов К.Э. Циолковского инженера Б.Н. Воробьева с Л.К. Циолковской по вопросам оборудования Музея К.Э. Циолковского. Вид материала: письма Способ воспроизведения: автограф, машинопись Языки: русский",5,5,ok
Опись 2,2,0112,722,"Письмо начальника архива НИИ им. К.Э. Циолковского инженера Б.Н. Воробьева директору Дома-музея К.Э. Циолковского об эвакуации музея. Вид материала: письмо Способ воспроизведения: автограф, машинопись Языки: русский",23,23,ok
Опись 2,2,0113,723,"Акт о разрушениях в Доме-музее К.Э. Циолковского, произведенных немецкими фашистами, отчет инженера Б.Н. Воробьева о мерах по восстановлению Музея. Вид материала: акт, отчёт Способ воспроизведения: автограф, машинопись Языки: русский",19,19,ok
Опись 2,2,0114,724,План переустройства экспонатуры Дома-музея К.Э. Циолковского в Калуге. Вид материала: план Способ воспроизведения: машинопись Языки: русский,3,3,ok
Опись 2,2,0115,725,"Заметка в Калужской областной газеты ""Знамя"" ""Музей пополняется"", посвященная экспозиции Музея К.Э. Циолковского. Вид материала: заметка Способ воспроизведения: газетные вырезки Языки: русский",31,31,ok
Опись 2,2,0116,726,"Путеводитель по Дому-музею К.Э. Циолковского в Калуге с краткой биографией ученого, составленной Б.А. Монастырцевым. Вид материала: путеводитель Способ воспроизведения: машинопись Языки: русский",85,85,ok
Опись 2,2,0117,727,Путеводитель по Дому-музею К.Э. Циолковского. Вид материала: путеводитель Способ воспроизведения: типографская печать Языки: русский,37,37,ok
Опись 2,2,0119,728,Каталог книг Музея К.Э. Циолковского в Калуге. Вид материала: каталог Способ воспроизведения: машинопись Языки: русский,12,12,ok
Опись 2,2,0120,729,"Фотографии К.Э. Циолковского в детском возрасте (в возрасте 5-6 лет). Вид материала: фотографии Способ воспроизведения: фото Языки: русский, французский",7,7,ok
Опись 2,2,0121,730,Фотопортрет К.Э. Циолковского - учитель Калужского епархиального женского училища в 1908/1909 учебном году. Вид материала: портрет Способ воспроизведения: фото Языки: русский,3,3,ok
Опись 2,2,0122,731,Фотопортрет К.Э. Циолковского. Вид материала: портрет Способ воспроизведения: фото Языки: русский,4,4,ok
Опись 2,2,0123,732,Фотопортрет К.Э. Циолковского. Вид материала: портрет Способ воспроизведения: фото Языки: русский,10,10,ok
Опись 2,2,0124,733,Фотопортрет К.Э. Циолковского. Вид материала: портрет Способ воспроизведения: фото Языки: русский,42,42,ok
Опись 2,2,0125,734,Фотографии К.Э. Циолковского среди моделей своего дирижабля. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,10,10,ok
Опись 2,2,0126,735,Фотопортрет К.Э. Циолковского. Вид материала: портрет Способ воспроизведения: фото Языки: русский,84,84,ok
Опись 2,2,0127,736,"Фотопортреты К.Э. Циолковского. Вид материала: портрет Способ воспроизведения: фото Языки: английский, русский",8,8,ok
Опись 2,2,0128,737,Фотопортреты К.Э. Циолковского. Вид материала: портрет Способ воспроизведения: фото Языки: русский,5,5,ok
Опись 2,2,0129,738,Фотографии К.Э. Циолковского за работой в своей комнате. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,5,5,ok
Опись 2,2,0130,739,Фотографии К.Э. Циолковского у токарного станка в своей мастерской. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,13,13,ok
Опись 2,2,0131,740,Фотопортрет К.Э. Циолковского. Вид материала: портрет Способ воспроизведения: фото Языки: русский,16,16,ok
Опись 2,2,0132,741,Фотографии К.Э. Циолковского за работой. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,9,9,ok
Опись 2,2,0133,742,Фотографии К.Э. Циолковского со своей слуховой трубой. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,6,6,ok
Опись 2,2,0134,743,Фотографии К.Э. Циолковского в садике своего дома. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,15,15,ok
Опись 2,2,0135,744,Фотопортреты К.Э. Циолковского. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,14,14,ok
Опись 2,2,0136,745,"Фотографии К.Э. Циолковского за чтением газет и журналов в своей ""светелке"" и самой ""светелки"". Вид материала: фотографии Способ воспроизведения: фото Языки: русский",34,34,ok
Опись 2,2,0137,746,Фотографии К.Э. Циолковского во время велосипедных прогулок и в загородном саду. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,3,3,ok
Опись 2,2,0138,747,Фотопортрет К.Э. Циолковского. Вид материала: портрет Способ воспроизведения: фото Языки: русский,5,5,ok
Опись 2,2,0138а,748,Фотографии К.Э. Циолковского во время послеобеденного отдыха. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,2,2,ok
Опись 2,2,0139,749,Фотография К.Э. Циолковского с дарственной надписью А.Л. Чижевскому. Вид материала: фотография Способ воспроизведения: фото Языки: русский,8,8,ok
Опись 2,2,0140,750,Фотографии К.Э. Циолковского. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,4,4,ok
Опись 2,2,0141,751,Фотографии К.Э. Циолковского в больнице после операции. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,7,7,ok
Опись 2,2,0142,752,Фотографии К.Э. Циолковского среди преподавателей Епархиального женского училища. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,8,8,ok
Опись 2,2,0143,753,Фотографии К.Э. Циолковского и А.В. Ассонова в садике дома К.Э. Циолковского. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,42,42,ok
Опись 2,2,0144,754,Фотографии К.Э. Циолковского в кругу семьи. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,9,9,ok
Опись 2,2,0145,755,Фотографии К.Э. Циолковского среди орудий для гофрировки оболочки дирижабля. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,5,5,ok
Опись 2,2,0146,756,Фотографии К.Э. Циолковского с внуком В. Костиным в своем саду. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,14,14,ok
Опись 2,2,0147,757,"Фотографии К.Э. Циолковского во время беседы с журналистами, с юными авиамоделистами, в кругу детей подросткового санатория ""Сосновый бор"" в Калуге. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",2,2,ok
Опись 2,2,0148,758,Фотография К.Э. Циолковского в садике своего дома среди детей. Вид материала: фотография Способ воспроизведения: фото Языки: русский,15,15,ok
Опись 2,2,0149,759,"Фотографии К.Э. Циолковского во время выступлений на торжественных заседаниях, посвященных его юбилею, и с сотрудником газеты ""Коммуна"" Б.А. Монастыревым. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",21,21,ok
Опись 2,2,0150,760,"Групповые фотографии К.Э. Циолковского во время беседы с работниками кино, колхозниками, в Доме Красной армии, на трибуне во время демонстрации и среди активистов Калужского общества ""Знание"". Вид материала: фотографии Способ воспроизведения: фото Языки: русский",4,4,ok
Опись 2,2,0151,761,Фотография К.Э. Циолковского среди работников Калужского театра. Вид материала: фотография Способ воспроизведения: фото Языки: русский,6,6,ok
Опись 2,2,0151а,762,Фотография К.Э. Циолковского и Тихонравова. Вид материала: фотография Способ воспроизведения: фото Языки: русский,2,2,ok
Опись 2,2,0152,763,Фотоснимки скульптурных портретов К.Э. Циолковского работы скульпторов С.Д. Меркурова и А.Н. Реброва. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,27,27,ok
Опись 2,2,0153,764,Фотоснимок портрета К.Э. Циолковского работы калужского художника Любимова. Вид материала: фотография Способ воспроизведения: фото Языки: русский,3,3,ok
Опись 2,2,0154,765,Фотографии К.Э. Циолковского в гробу. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,5,5,ok
Опись 2,2,0155,766,Фотоснимки похорон К.Э. Циолковского. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,55,55,ok
Опись 2,2,0156,767,Фотоснимки Уголка К.Э. Циолковского в Калужском историческом музее. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,13,13,ok
Опись 2,2,0157,768,"Фотографии модели гидросамолета К.Э. Циолковского ""Летающее крыло"", плаката Калужской организации изобретателей во главе с К.Э. Циолковским и фотовыставки, посвященной К.Э. Циолковскому. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",29,29,ok
Опись 2,2,0157а,769,"Фотографии кадров кинофильма ""Космический рейс"", посвященного К.Э. Циолковскому. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",33,33,ok
Опись 2,2,0158,770,"Фотоснимок делегации учащихся школы им. К.Э. Циолковского, посетивших ученого в больнице в день его рождения 18 сентября 1935 г. Вид материала: фотография Способ воспроизведения: фото Языки: русский",3,3,ok
Опись 2,2,0158а,771,"Фотографии дома в Рязани и флигеля во дворе дома, в котором жила семья К.Э. Циолковского. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",6,6,ok
Опись 2,2,0159,772,"Фотографии дома в Калуге, подаренного К.Э. Циолковскому Калужским Горсоветом. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",16,16,ok
Опись 2,2,0160,773,"Фотографии уголка К.Э. Циолковского в школе и здания средней школы им. К.Э. Циолковского, в которой он преподавал в течение 19 лет физику и математику. Вид материала: фотографии Способ воспроизведения: фото Языки: русский, французский",10,10,ok
Опись 2,2,0161,774,"Фотоснимки митингов, посвященных памяти К.Э. Циолковского. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",71,71,ok
Опись 2,2,0162,775,Фотоснимки памятника К.Э. Циолковскому в Загородном саду в г. Калуге [работы архитектора Дмитриева]. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,21,21,ok
Опись 2,2,0163,776,"Альбом фотоплакатов с портретами К.Э. Циолковского, видами его дома в Калуге, моделями дирижабля, рисунками ракеты др. Вид материала: альбом Способ воспроизведения: типографская печать, фото Языки: русский",54,54,ok
Опись 2,2,0164,777,Фотоснимки стендов в Доме-музее К.Э. Циолковского в Калуге. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,68,68,ok
Опись 2,2,0165,778,Портрет К.Э. Циолковского. Вид материала: портрет Способ воспроизведения: фото Языки: русский,3,3,ok
Опись 2,2,0166,779,Фотоснимки траурной комнаты в Доме-музее К.Э. Циолковского. Вид материала: фотографии Способ воспроизведения: фото Языки: русский,7,7,ok
Опись 2,2,0167,780,"Фотоснимки дома К.Э. Циолковского в Калуге, в котором он жил с семьей в 1904-1933 гг., виды из дома на р. Оку и Заречье. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",17,17,ok
Опись 2,2,0167а,781,"Фотоснимки дома К.Э. Циолковского в Калуге, в котором он жил с 1892 по 1893 г. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",4,4,ok
Опись 2,2,0167б,782,"Фотоснимки дома К.Э. Циолковского в Калуге, в котором он жил с 1893 по 1902 г. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",8,8,ok
Опись 2,2,0168,783,"Фотоснимок проекта беседки в саду при Музее К.Э. Циолковского в Калуге, в виде эстакады для взлета ракеты. Вид материала: фотография Способ воспроизведения: фото Языки: русский",3,3,ok
Опись 2,2,0169,784,"Фотографии разрушений, произведенных немцами в Калуге в Доме-музее К.Э. Циолковского. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",29,29,ok
Опись 2,2,0170,785,"Фотопортреты Эдуарда Игнатьевича Циолковского, отца К.Э. Циолковского. Вид материала: портреты Способ воспроизведения: фото Языки: русский",7,7,ok
Опись 2,2,0171,786,"Фотопортреты Марии Ивановны Циолковской (ур. Юмашевой), матери К.Э. Циолковского. Вид материала: портреты Способ воспроизведения: фото Языки: русский",11,11,ok
Опись 2,2,0172,787,"Фотография Дмитрия Эдуардовича Циолковского, брата К.Э. Циолковского. Вид материала: фотография Способ воспроизведения: фото Языки: русский",3,3,ok
Опись 2,2,0173,788,"Фотография Марии Константиновны Циолковской, дочери К.Э. Циолковского. Вид материала: фотография Способ воспроизведения: фото Языки: русский",3,3,ok
Опись 2,2,0174,789,"Фотографии Вениамина Костина, внука К.Э. Циолковского. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",9,9,ok
Опись 2,2,0175,790,"Фотоснимки родственников К.Э. Циолковского (бабушки, жены, детей и внуков). Вид материала: фотографии Способ воспроизведения: фото Языки: русский",54,54,ok
Опись 2,2,0176,791,"Фотоснимки друзей и знакомых К.Э. Циолковского (В.В. Рюмина, П.В. Белопольского, В.В. Ассонова, и др.). Вид материала: фотографии Способ воспроизведения: фото Языки: русский",37,37,ok
Опись 2,2,0177,792,"Рецензия Д. Кольцова на статью К.Э. Циолковского ""К вопросу о летании посредством крыльев"". Вид материала: рецензия Способ воспроизведения: машинопись Языки: русский",3,3,ok
Опись 2,2,0177а,793,"Характеристика деятельности К.Э. Циолковского, составленная Н.А. Пановым. Вид материала: характеристика Способ воспроизведения: машинопись Языки: русский",4,4,ok
Опись 2,2,0178,794,"Предисловие Ф.А. Цандера к статье К.Э. Циолковского ""Новый аэроплан"". Вид материала: предисловие Способ воспроизведения: машинопись Языки: русский",3,3,ok
Опись 2,2,0179,795,"Отзыв неизвестного автора на статью К.Э. Циолковского ""Наибольшая глубина погружения Океанской Батисферы"", присланный из Академии наук СССР. Вид материала: отзыв Способ воспроизведения: машинопись Языки: русский",5,5,ok
Опись 2,2,0180,796,Отзывы неустановленных авторов о трудах К.Э. Циолковского. Вид материала: отзывы Способ воспроизведения: машинопись Языки: русский,11,11,ok
Опись 2,2,0181,797,"Копия аттестата Эдуарда Игнатьевича Циолковского, отца К.Э. Циолковского. Вид материала: аттестат Способ воспроизведения: рукопись Языки: русский",5,5,ok
Опись 2,2,0182,798,Копия письма членов семьи К.Э. Циолковского И.В. Сталину. Вид материала: письмо Способ воспроизведения: машинопись Языки: русский,2,2,ok
Опись 2,2,0183,799,Письмо заведующего Мособлздравотделом М. Болдырева Вениамину Костину (внуку К.Э. Циолковского) о поступлении его в учебное заведение. Вид материала: письмо Способ воспроизведения: машинопись Языки: русский,2,2,ok
Опись 2,2,0184,800,Письмо ближайших родственников К.Э. Циолковского в Президиум Центрального совета Осоавиахима с выражением благодарности. Вид материала: письмо Способ воспроизведения: машинопись Языки: русский,2,2,ok
Опись 2,2,0185,801,Письмо начальника Московского института инженеров гражданского и воздушного флота секретарю Калужского горкома ВКП(б) об оказании помощи членам семьи К.Э. Циолковского в получении дефицитных продуктов. Вид материала: письмо Способ воспроизведения: машинопись Языки: русский,4,4,ok
Опись 2,2,0185а,802,"Записка Б.Н. Воробьева ""О семье К.Э. Циолковского после его смерти"". Вид материала: записка Способ воспроизведения: машинопись Языки: русский",2,2,ok
Опись 2,2,0186,803,"Конспекты по различным вопросам истории и философии, составленные для К.Э. Циолковского его дочерью Л.К. Циолковской. Вид материала: конспекты Способ воспроизведения: автограф, машинопись Языки: русский",84,84,ok
Опись 2,2,0187,804,"Материалы по увековечиванию памяти К.Э. Циолковского (программы вечеров, краткая справка-путеводитель по Дому-музею, памятные открытки и конверты). Вид материала: материалы Способ воспроизведения: машинопись, фото Языки: русский",247,247,ok
Опись 2,2,0188,805,"Брошюра с высказываниями К.Э. Циолковского ""Мысли о будущем"", подготовленная Домом-музеем К.Э. Циолковского. Вид материала: брошюра Способ воспроизведения: типографская печать Языки: русский",25,25,ok
Опись 2,2,0189,806,"Фотографии строительства моделей дирижабля К.Э. Циолковского, его деталей и приборов. Вид материала: фотографии Способ воспроизведения: фото Языки: русский",11,11,ok
