portal_id,opis_code,delo,dates_raw,year_from,year_to,conjectural,material,reproduction
1198,4,0178,26.09.1923 - 26.08.1930,1923,1930,0,письма,"автограф, машинопись"
1199,4,0179,21.04.1917 - 3.08.1917,1917,1917,0,письма,автограф
1200,4,0180,23.01.1924,1924,1924,0,письмо,автограф
1201,4,0181,26.01.1932 - 27.12.1934,1932,1934,0,письма,автограф
1202,4,0181а,17.10.1927 - 22.11.1927,1927,1927,0,письма,автограф
1203,4,0182,14.06.1932,1932,1932,0,письмо,автограф
1204,4,0183,[1932],1932,1932,1,телеграмма,автограф
1205,4,0184,29.08.1927,1927,1927,0,письмо,автограф
1206,4,0185,23.12.1925,1925,1925,0,письмо,автограф
1207,4,0186,б/д,,,0,письмо,автограф
1208,4,0187,11.07.1931,1931,1931,0,письмо,автограф
1209,4,0188,14.02.1928 - 7.05.1928,1928,1928,0,письма,автограф
1210,4,0189,19.07.1934,1934,1934,0,письмо,автограф
1211,4,0190,7.03.1932,1932,1932,0,письмо,автограф
1212,4,0191,3.08.1934,1934,1934,0,письмо,автограф
1213,4,0192,27.03.1925 - 8.08.1927,1925,1927,0,письма,автограф
1214,4,0193,[26.10.1924] - [15.03.1931],1924,1931,1,письма,автограф
1215,4,0194,7.11.1917,1917,1917,0,письмо,автограф
1216,4,0195,24.11.1927,1927,1927,0,письмо,автограф
1217,4,0196,24.09.1934 - 5.10.1934,1934,1934,0,письмо,"автограф, машинопись"
1218,4,0197,24.10.1934,1934,1934,0,письмо,автограф
1219,4,0198,7.08.1934,1934,1934,0,письмо,автограф
1220,4,0199,24.04.[1916],1916,1916,1,письмо,автограф
1221,4,0200,15.11.1933,1933,1933,0,письмо,автограф
1222,4,0201,23.04.1928 - 5.07.1928,1928,1928,0,письма,автограф
1223,4,0202,10.01.1930,1930,1930,0,письмо,автограф
1224,4,0203,29.06.1935,1935,1935,0,письмо,автограф
1225,4,0204,29.11.1919,1919,1919,0,письмо,автограф
1226,4,0205,8.02.1931,1931,1931,0,письмо,автограф
1227,4,0206,[27.02.1928],1928,1928,1,письмо,автограф
1228,4,0207,[23.08.1927],1927,1927,1,письмо,автограф
1229,4,0208,1.06.1934 - 2.07.1934,1934,1934,0,письмо,"автограф, машинопись"
1230,4,0209,3.01.1932 - 16.01.1932,1932,1932,0,письмо,автограф
1231,4,0210,6.08.1927,1927,1927,0,письмо,автограф
1232,4,0211,19.01.1928 - 29.01.1928,1928,1928,0,письма,автограф
1233,4,0212,3.12.1931,1931,1931,0,письмо,автограф
1234,4,0213,[3.01.1931],1931,1931,1,письмо,автограф
1235,4,0214,[28.05.1928],1928,1928,1,письмо,автограф
1236,4,0215,[4.12.1923] - 5.10.1924,1923,1924,1,письма,автограф
1237,4,0216,8.12.1934,1934,1934,0,письмо,автограф
1238,4,0217,[27.10.]1927 - 8.11.1927,1927,1927,1,письма,автограф
1239,4,0218,[16.02.1931] - 21.01.1934,1931,1934,1,письмо,автограф
1240,4,0219,[21.01.1927],1927,1927,1,письмо,автограф
1241,4,0220,10.01.1931,1931,1931,0,письмо,автограф
1242,4,0221,19.04.1931,1931,1931,0,письмо,автограф
1243,4,0222,5.01.1932,1932,1932,0,письмо,автограф
1244,4,0223,27.02.1935,1935,1935,0,письмо,автограф
1245,4,0224,24.08.1935 - 28.08.1935,1935,1935,0,письма,автограф
1246,4,0225,21.02.1934,1934,1934,0,письмо,автограф
1247,4,0226,3.03.1930 - 22.03.1930,1930,1930,0,письмо,машинопись
1248,4,0227,12.01.1931 - 5.02.1931,1931,1931,0,письма,автограф
1249,4,0228,12.01.1931,1931,1931,0,письмо,автограф
1250,4,0229,10.09.1930,1930,1930,0,письмо,автограф
1251,4,0230,7.01.1931,1931,1931,0,письмо,автограф
1252,4,0231,13.11.1933,1933,1933,0,письмо,автограф
1253,4,0232,29.12.1933 - 3.06.1935,1933,1935,0,письма,автограф
1254,4,0233,7.01.1932 - 18.01.1932,1932,1932,0,письма,автограф
1255,4,0234,13.01.1932,1932,1932,0,письмо,автограф
1256,4,0235,[31.07.1917] - 10.06.1926,1917,1926,1,письмо,машинопись
1257,4,0236,[9.08.1928],1928,1928,1,письмо,автограф
1258,4,0237,[10.08.1927] - [15.02.1928],1927,1928,1,письма,автограф
1259,4,0238,11.02.1928,1928,1928,0,письмо,автограф
1260,4,0239,[21.05.1934],1934,1934,1,письмо,автограф
1261,4,0240,10.12.1934,1934,1934,0,письмо,автограф
1262,4,0241,11.09.1926,1926,1926,0,письмо,машинопись
1263,4,0242,[31.05.1935],1935,1935,1,письмо,автограф
1264,4,0243,6.02.1934,1934,1934,0,письмо,автограф
1265,4,0244,3.08.1926,1926,1926,0,письмо,автограф
1266,4,0245,1.09.1933 - 19.04.1934,1933,1934,0,письма,автограф
1267,4,0246,23.07.1928 - 3.08.1928,1928,1928,0,письма,автограф
1268,4,0247,31.12.1930 - 14.01.1931,1930,1931,0,письма,автограф
1269,4,0248,10.05.1925 - 19.04.1926,1925,1926,0,письма,автограф
1270,4,0249,5.09.1931 - 19.09.1931,1931,1931,0,письма,автограф
1271,4,0250,12.02.1928,1928,1928,0,письмо,автограф
1272,4,0251,3.03.1928 - 20.06.1928,1928,1928,0,письма,автограф
1273,4,0252,14.06.1931,1931,1931,0,письмо,автограф
1274,4,0253,17.11.1933,1933,1933,0,письмо,автограф
1275,4,0254,5.07.1928,1928,1928,0,письмо,машинопись
1276,4,0255,[26.11.1927],1927,1927,1,письмо,автограф
1277,4,0256,20.11.1925,1925,1925,0,письмо,автограф
1278,4,0257,13.08.1934,1934,1934,0,письма,автограф
1279,4,0258,26.04.1935,1935,1935,0,письмо,автограф
1280,4,0259,17.11.1934,1934,1934,0,письмо,автограф
1281,4,0260,10.09.1933 - 15.07.1935,1933,1935,0,"письма, телеграммы",автограф
1282,4,0262,[1933] - [1935],1933,1935,1,письмо,автограф
1283,4,0263,31.05.1925,1925,1925,0,письмо,автограф
1284,4,0264,15.01.1926,1926,1926,0,письмо,автограф
1285,4,0265,30.12.1922 - 8.10.1934,1922,1934,0,письма,"автограф, машинопись"
1286,4,0266,6.08.1927,1927,1927,0,письмо,автограф
1287,4,0267,3.10.1931 - [5.07.1932],1931,1932,1,письмо,автограф
1288,4,0268,20.01.1932,1932,1932,0,письма,автограф
1289,4,0269,[10.08.1919] - 16.08.1919,1919,1919,1,письма,автограф
1290,4,0270,23.07.1926 - 15.08.1926,1926,1926,0,письма,автограф
1291,4,0271,2.04.1921,1921,1921,0,письмо,автограф
1292,4,0272,11.02.1928 - 20.02.1928,1928,1928,0,письма,автограф
1293,4,0273,21.07.1935,1935,1935,0,письмо,автограф
1294,4,0274,15.06.1934,1934,1934,0,письмо,автограф
1295,4,0275,1.06.1928 - [9.07.]1928,1928,1928,1,письмо,автограф
1296,4,0276,13.04.1924,1924,1924,0,письмо,автограф
1297,4,0277,4.03.1924,1924,1924,0,письмо,автограф
1298,4,0278,17.06.1929,1929,1929,0,письмо,автограф
1299,4,0279,2.01.1931,1931,1931,0,письмо,автограф
1300,4,0280,[31.12.1935],1935,1935,1,письмо,автограф
1301,4,0281,6.05.1925 - 10.06.1925,1925,1925,0,письма,автограф
1302,4,0282,7.03.1935 - 14.04.1935,1935,1935,0,письма,автограф
1303,4,0283,7.10.1933,1933,1933,0,письмо,автограф
1304,4,0284,3.08.1935 - 23.08.1935,1935,1935,0,письма,автограф
1305,4,0285,21.01.1928,1928,1928,0,письмо,автограф
1306,4,0286,6.01.1934,1934,1934,0,письмо,автограф
1307,4,0286а,8.12.1931,1931,1931,0,письмо,автограф
1308,4,0287,25.06.1931,1931,1931,0,письмо,автограф
1309,4,0288,1.12.1930 - 31.10.1934,1930,1934,0,письмо,автограф
1310,4,0289,17.10.1933,1933,1933,0,письмо,автограф
1311,4,0290,17.12.1930,1930,1930,0,письмо,автограф
1312,4,0291,18.09.1926 - 19.01.1927,1926,1927,0,письма,автограф
1313,4,0292,19.07.1935 - [3.08.]1935,1935,1935,1,письма,автограф
1314,4,0293,30.09.1927,1927,1927,0,письмо,автограф
1315,4,0294,[5.02.1928],1928,1928,1,письмо,автограф
1316,4,0295,[7.04.1934],1934,1934,1,письмо,автограф
1317,4,0296,[15.11.1930],1930,1930,1,письмо,автограф
1318,4,0297,[6.08.1927],1927,1927,1,письмо,автограф
1319,4,0298,[21.03.1934] - [25.08.1934],1934,1934,1,письмо,автограф
1320,4,0299,30.03.1930,1930,1930,0,письмо,автограф
1321,4,0300,8.06.1935,1935,1935,0,письмо,автограф
1322,4,0301,30.03.1928,1928,1928,0,письмо,автограф
1323,4,0302,[23.12.1926],1926,1926,1,письмо,автограф
1324,4,0303,5.05.1928,1928,1928,0,письмо,автограф
1325,4,0304,23.04.1935 - 4.05.1935,1935,1935,0,письма,автограф
1326,4,0305,21.09.1927,1927,1927,0,письмо,автограф
1327,4,0306,19.09.1927 - 12.07.1928,1927,1928,0,письмо,автограф
1328,4,0308,7.06.1935 - 21.07.1935,1935,1935,0,письма,автограф
1329,4,0309,7.06.1935,1935,1935,0,письмо,автограф
1330,4,0310,6.02.1926,1926,1926,0,письмо,автограф
1331,4,0311,9.09.1930 - 8.11.1930,1930,1930,0,письма,автограф
1332,4,0312,7.07.1935,1935,1935,0,письмо,автограф
1333,4,0313,23.05.1932,1932,1932,0,письмо,автограф
1334,4,0314,26.07.1934,1934,1934,0,письмо,автограф
1335,4,0315,6.09.1934,1934,1934,0,письмо,автограф
1336,4,0316,30.04.1931,1931,1931,0,письмо,автограф
1337,4,0317,б/д,,,0,письмо,автограф
1338,4,0318,6.02.1919,1919,1919,0,письмо,автограф
1339,4,0319,7.09.1934 - 28.09.1934,1934,1934,0,письма,автограф
1340,4,0320,4.02.1935,1935,1935,0,письмо,автограф
1341,4,0321,9.10.1934,1934,1934,0,письмо,автограф
1342,4,0322,28.08.1934,1934,1934,0,письмо,автограф
1343,4,0323,[не ранее 7.09.1930],1930,1930,1,письма,автограф
1344,4,0324,23.02.1924,1924,1924,0,письмо,автограф
1345,4,0325,26.04.1918,1918,1918,0,письмо,автограф
1346,4,0326,12.05.1934 - 14.09.1934,1934,1934,0,письмо,автограф
1347,4,0327,4.01.1931,1931,1931,0,письмо,автограф
1348,4,0328,5.07.1921,1921,1921,0,письмо,автограф
1349,4,0329,11.06.1933 - 23.06.1933,1933,1933,0,письма,автограф
1350,4,0330,31.05.1917,1917,1917,0,письмо,автограф
1351,4,0331,4.06.1928 - 20.07.1928,1928,1928,0,письма,автограф
1352,4,0332,6.04.1935,1935,1935,0,письмо,автограф
1353,4,0333,10.06.1928,1928,1928,0,письмо,автограф
1354,4,0334,14.05.1935,1935,1935,0,письмо,автограф
1355,4,0335,15.09.1920 - 3.04.1921,1920,1921,0,письма,"автограф, машинопись"
1356,4,0337,4.01.1931,1931,1931,0,письмо,автограф
1357,4,0338,24.01.1935,1935,1935,0,письмо,автограф
1358,4,0339,[3.09.1927],1927,1927,1,письмо,автограф
1359,4,0340,14.06.1927 - 15.04.1930,1927,1930,0,письмо,"автограф, машинопись"
1360,4,0341,3.06.1935,1935,1935,0,письмо,автограф
1361,4,0342,[19.05.]1931 - 6.06.1931,1931,1931,1,письма,автограф
1362,4,0343,28.06.1935,1935,1935,0,письмо,автограф
1363,4,0344,11.04.1934,1934,1934,0,письмо,автограф
1364,4,0345,22.12.1934 - 2.07.1935,1934,1935,0,письма,"автограф, машинопись"
1365,4,0347,21.06.1934 - 11.08.1934,1934,1934,0,письма,автограф
1366,4,0348,7.10.1923 - 10.01.1924,1923,1924,0,письма,автограф
1367,4,0349,24.04.1935,1935,1935,0,письмо,автограф
1368,4,0350,14.07.1934 - 29.07.1934,1934,1934,0,письма,автограф
1369,4,0351,12.12.1934,1934,1934,0,письмо,автограф
1370,4,0352,1.04.1928 - 8.05.1928,1928,1928,0,письма,автограф
1371,4,0353,26.3.1928 - 3.04.1928,1928,1928,0,письма,автограф
1372,4,0354,6.04.1932,1932,1932,0,письмо,автограф
1373,4,0355,1928 - 1929,1928,1929,0,письма,"автограф, машинопись"
1374,4,0356,22.04.1924 - 7.01.1925,1924,1925,0,письма,автограф
1375,4,0358,16.07.1929 - 3.03.1930,1929,1930,0,письма,"автограф, машинопись"
1376,4,0359,28.01.1926 - 12.01.1927,1926,1927,0,письма,автограф
1377,4,0360,[22.12.1931],1931,1931,1,письмо,автограф
1378,4,0361,30.12.[1930] - [1935],1930,1935,1,письмо,автограф
1379,4,0362,24.04.1927,1927,1927,0,письмо,автограф
1380,4,0363,28.01.1928,1928,1928,0,письмо,машинопись
1381,4,0364,20.10.1930 - 24.09.1933,1930,1933,0,письма,автограф
1382,4,0365,19.01.1931,1931,1931,0,письмо,автограф
1383,4,0366,4.08.1928 - 23.02.1934,1928,1934,0,письма,автограф
1384,4,0367,5.09.1927 - 16.05.1931,1927,1931,0,письма,автограф
1385,4,0368,6.09.1930,1930,1930,0,письмо,автограф
1386,4,0369,8.02.1917,1917,1917,0,письмо,автограф
1387,4,0370,[3.09.1934],1934,1934,1,письмо,автограф
1388,4,0371,23.03.1934 - 13.07.1935,1934,1935,0,письма,автограф
1389,4,0372,[29.08.1934],1934,1934,1,письмо,автограф
1390,4,0373,29.08.1928,1928,1928,0,письмо,автограф
1391,4,0374,[19.10.1934] - [11.08.1935],1934,1935,1,письма,автограф
1392,4,0375,27.07.1925 - 25.12.1925,1925,1925,0,письма,автограф
1393,4,0376,[30.08.1934] - [30.09.1934],1934,1934,1,письма,автограф
1394,4,0377,21.10.1934,1934,1934,0,письмо,автограф
1395,4,0378,27.01.1935 - 1.03.1935,1935,1935,0,письма,автограф
1396,4,0379,26.02.1933,1933,1933,0,письмо,автограф
1397,4,0380,[5.02.1935],1935,1935,1,письмо,автограф
1398,4,0381,23.03.1923 - 4.06.1935,1923,1935,0,письма,автограф
1399,4,0382,10.10.1927,1927,1927,0,письмо,автограф
1400,4,0383,20.02.1924,1924,1924,0,письмо,автограф
1401,4,0384,6.08.1935,1935,1935,0,письмо,автограф
1402,4,0385,24.07.1917,1917,1917,0,письмо,автограф
1403,4,0386,4.05.1934 - 29.07.1935,1934,1935,0,письма,автограф
1404,4,0387,12.09.1934,1934,1934,0,письмо,автограф
1405,4,0388,17.11.1933 - 27.10.1934,1933,1934,0,письма,автограф
1406,4,0389,30.12.[1933],1933,1933,1,письмо,автограф
1407,4,0390,14.02.1934,1934,1934,0,письмо,автограф
1408,4,0391,20.01.1934 - 19.02.1934,1934,1934,0,письмо,автограф
1409,4,0392,10.06.1931,1931,1931,0,письмо,автограф
1410,4,0394,24.10.1917,1917,1917,0,письмо,автограф
1411,4,0395,4.03.1927,1927,1927,0,письмо,автограф
1412,4,0396,4.03.1935,1935,1935,0,письмо,автограф
1413,4,0397,[не позднее 18.11]1930 - 27.11.1,1930,1930,1,письма,автограф
1414,4,0398,16.051924 - 12.08.1927,1927,1927,0,письма,автограф
1415,4,0399,22.03.1935,1935,1935,0,письмо,автограф
1416,4,0400,22.02.1931,1931,1931,0,письмо,автограф
1417,4,0401,16.07.1935,1935,1935,0,письмо,автограф
1418,4,0402,17.11.1919,1919,1919,0,письмо,автограф
1419,4,0403,28.05.1935,1935,1935,0,письмо,автограф
1420,4,0404,20.11.1930,1930,1930,0,письмо,машинопись
1421,4,0405,28.11.1924 - 1.11.1926,1924,1926,0,письмо,"автограф, машинопись"
1422,4,0406,17.06.1928 - 27.07.1928,1928,1928,0,письма,автограф
1423,4,0408,13.03.1933,1933,1933,0,письмо,автограф
1424,4,0409,12.09.1927,1927,1927,0,письмо,автограф
1425,4,0410,[6.06.]1931 - [25.06.]1931,1931,1931,1,письмо,автограф
1426,4,0411,25.02.1935 - 10.04.1935,1935,1935,0,письма,автограф
1427,4,0412,25.06.1917 - 17.07.1917,1917,1917,0,письмо,автограф
1428,4,0413,30.12.1934,1934,1934,0,письмо,автограф
1429,4,0414,1.05.1934,1934,1934,0,письмо,автограф
1430,4,0415,2.10.1934,1934,1934,0,письмо,автограф
1431,4,0416,21.05.1932,1932,1932,0,письмо,автограф
1432,4,0417,19.05.1931,1931,1931,0,письмо,автограф
1433,4,0418,9.02.1921,1921,1921,0,письмо,автограф
1434,4,0419,2.05.1934 - 10.05.1934,1934,1934,0,письмо,автограф
1435,4,0421,1928 - 1931,1928,1931,0,письма,"автограф, машинопись"
1436,4,0422,[1.08.1935],1935,1935,1,письмо,автограф
1437,4,0423,6.03.1934,1934,1934,0,письмо,автограф
1438,4,0424,23.01.1931,1931,1931,0,письмо,автограф
1439,4,0425,22.05.1935,1935,1935,0,письмо,автограф
1440,4,0426,[4.04.1925] - [28.08.1928],1925,1928,1,письма,автограф
1441,4,0427,6.03.1933 - 9.05.1934,1933,1934,0,письма,автограф
1442,4,0428,15.03.1928,1928,1928,0,письмо,автограф
1443,4,0429,22.07.1920 - 1.05.1921,1920,1921,0,письма,автограф
1444,4,0430,10.08.1934,1934,1934,0,письмо,автограф
1445,4,0431,[21.12.1934],1934,1934,1,письмо,автограф
1446,4,0432,[16.04.1934],1934,1934,1,письмо,автограф
1447,4,0433,5.05.1928,1928,1928,0,письмо,автограф
1448,4,0434,6.06.1927,1927,1927,0,письмо,автограф
1449,4,0435,1.08.1934 - 30.05.1935,1934,1935,0,письма,автограф
1450,4,0436,24.06.1927 - 14.07.1928,1927,1928,0,письма,автограф
1451,4,0437,10.11.1934,1934,1934,0,письмо,автограф
1452,4,0438,[23.07.1935],1935,1935,1,письмо,автограф
1453,4,0439,19.11.1930,1930,1930,0,письмо,автограф
1454,4,0440,5.08.1933,1933,1933,0,письмо,автограф
1455,4,0441,22.08.1935,1935,1935,0,письмо,автограф
1456,4,0442,31.12.1930,1930,1930,0,письмо,автограф
1457,4,0443,1.05.1935 - 19.05.1935,1935,1935,0,письма,автограф
1458,4,0444,29.01.1928,1928,1928,0,письмо,автограф
1459,4,0445,1.05.1921,1921,1921,0,письмо,автограф
1460,4,0446,8.05.1926,1926,1926,0,письмо,автограф
1461,4,0447,22.02.1921 - 16.08.1927,1921,1927,0,письма,машинопись
1462,4,0448,22.06.1934 - 27.07.1934,1934,1934,0,письма,автограф
1463,4,0449,1.03.1928 - 14.03.1928,1928,1928,0,письма,автограф
1464,4,0450,26.07.1935,1935,1935,0,письмо,автограф
1465,4,0451,22.01.1931,1931,1931,0,письмо,автограф
1466,4,0452,13.10.1932,1932,1932,0,письмо,автограф
1467,4,0453,4.08.1931,1931,1931,0,письмо,автограф
1468,4,0454,7.02.1934,1934,1934,0,письмо,автограф
1469,4,0455,27.09.1933 - 25.08.1934,1933,1934,0,письма,автограф
1470,4,0456,26.02.1933,1933,1933,0,письмо,автограф
1471,4,0457,18.09.1929 - 7.11.1930,1929,1930,0,письма,"автограф, машинопись"
1472,4,0458,31.01.1934 - 7.03.1934,1934,1934,0,письма,автограф
1473,4,0459,3.03.1925 - 11.01.1926,1925,1926,0,письма,автограф
1474,4,0460,28.08.1935,1935,1935,0,письмо,автограф
1475,4,0461,28.04.1935,1935,1935,0,письмо,автограф
1476,4,0462,20.09.1931,1931,1931,0,письмо,автограф
1477,4,0463,26.02.1919 - 23.04.1919,1919,1919,0,письма,автограф
1478,4,0464,30.03.1928,1928,1928,0,письмо,автограф
1479,4,0465,21.05.1928,1928,1928,0,письмо,автограф
1480,4,0466,8.12.1934,1934,1934,0,письмо,автограф
1481,4,0467,[23.10.]1930 - [5.11.]1930,1930,1930,1,письмо,автограф
1482,4,0468,24.04.1928,1928,1928,0,письмо,автограф
1483,4,0469,2.09.1917,1917,1917,0,письмо,автограф
1484,4,0470,1.01.1930,1930,1930,0,письмо,автограф
1485,4,0471,17.01.1927,1927,1927,0,письмо,автограф
1486,4,0472,21.09.1930,1930,1930,0,письмо,автограф
1487,4,0473,[1.10.]1935 - 14.01.1935,1935,1935,1,письма,автограф
1488,4,0474,6.04.1928,1928,1928,0,письмо,автограф
1489,4,0475,23.04.1935 - 11.08.1935,1935,1935,0,письма,автограф
1490,4,0477,28.04.1932,1932,1932,0,письмо,автограф
1491,4,0478,б/д,,,0,письмо,автограф
1492,4,0479,4.01.1931 - 14.01.1931,1931,1931,0,письма,автограф
1493,4,0480,11.12.1927 - 16.04.1935,1927,1935,0,письма,"автограф, машинопись"
1494,4,0481,25.02.1926,1926,1926,0,письмо,автограф
1495,4,0482,2.01.1917 - 6.01.1935,1917,1935,0,письмо,"автограф, газетные вырезки, машинопись"
1496,4,0483,17.08.1928 - [30.08.]1928,1928,1928,1,письма,автограф
1497,4,0484,13.08.1917 - 8.08.1918,1917,1918,0,письма,автограф
1498,4,0485,19.07.1934,1934,1934,0,письмо,автограф
1499,4,0486,20.06.1928,1928,1928,0,письмо,автограф
1500,4,0487,15.09.1934,1934,1934,0,письмо,автограф
1501,4,0488,10.06.1925 - 4.03.1934,1925,1934,0,письма,"автограф, машинопись"
1502,4,0489,15.06.1928 - 15.07.1935,1928,1935,0,письма,автограф
1503,4,0490,18.03.1927,1927,1927,0,письмо,автограф
1504,4,0491,30.03.1935 - 7.04.1935,1935,1935,0,письмо,автограф
1505,4,0491a,22.07.1931,1931,1931,0,письмо,автограф
1506,4,0492,9.10.1933,1933,1933,0,письмо,автограф
1507,4,0493,23.06.1934,1934,1934,0,письмо,автограф
1508,4,0494,30.11.1930 - [31.10.1934],1930,1934,1,письма,автограф
1509,4,0495,18.08.1931,1931,1931,0,письмо,автограф
1510,4,0496,22.01.1931 - 15.05.1931,1931,1931,0,письма,автограф
1511,4,0497,10.07.1926 - 25.10.1930,1926,1930,0,письма,автограф
1512,4,0498,21.06.1934 - 18.07.1935,1934,1935,0,письма,автограф
1513,4,0499,12.01.1931,1931,1931,0,письмо,автограф
1514,4,0500,21.10.1933,1933,1933,0,письмо,автограф
1515,4,0501,5.12.1934,1934,1934,0,письмо,автограф
1516,4,0502,14.12.1931,1931,1931,0,письмо,автограф
1517,4,0503,14.11.1934,1934,1934,0,письмо,автограф
1518,4,0504,13.08.1934 - 23.08.1934,1934,1934,0,письма,автограф
1519,4,0505,21.06.1924 - 10.10.1924,1924,1924,0,письма,автограф
1520,4,0506,8.03.1933 - 20.03.1934,1933,1934,0,письма,автограф
1521,4,0507,18.03.1931,1931,1931,0,письмо,автограф
1522,4,0508,18.11.1934,1934,1934,0,письмо,автограф
1523,4,0509,21.12.1924 - 29.07.1925,1924,1925,0,письма,автограф
1524,4,0510,1.08.1925 - 22.12.1925,1925,1925,0,"письма, телеграммы",автограф
1525,4,0511,12.01.1926 - 23.04.1926,1926,1926,0,письма,автограф
1526,4,0512,3.05.1926 - 27.09.1926,1926,1926,0,письма,автограф
1527,4,0513,4.10.1926 - 26.12.1926,1926,1926,0,письма,автограф
1528,4,0514,2.01.1927 - 28.04.1927,1927,1927,0,письма,автограф
1529,4,0515,8.05.1927 - 29.09.1927,1927,1927,0,письма,автограф
1530,4,0516,4.10.1927 - 21.12.1927,1927,1927,0,письма,автограф
1531,4,0517,3.01.1928 - 28.02.1928,1928,1928,0,письма,автограф
1532,4,0518,3.03.1928 - 28.08.1928,1928,1928,0,письма,автограф
1533,4,0519,21.04.1930 - 27.12.1933,1930,1933,0,письма,"автограф, машинопись"
1534,4,0520,14.01.1934 - 27.12.1934,1934,1934,0,письма,"автограф, машинопись"
1535,4,0521,1.01.1935 - 3.09.1935,1935,1935,0,письма,автограф
1536,4,0522,26.07.1934,1934,1934,0,письмо,автограф
1537,4,0523,10.10.1932,1932,1932,0,письмо,автограф
1538,4,0524,30.05.1914 - 23.06.1914,1914,1914,0,письма,автограф
1539,4,0525,20.10.1934,1934,1934,0,письмо,автограф
1540,4,0526,28.08.1928,1928,1928,0,письмо,автограф
1541,4,0527,3.02.1933,1933,1933,0,письмо,автограф
1542,4,0528,2.07.1921 - 12.05.1925,1921,1925,0,письма,машинопись
1543,4,0529,30.03.1933 - [14.07.1935],1933,1935,1,письма,автограф
1544,4,0530,26.09.1934,1934,1934,0,письмо,машинопись
1545,4,0531,31.12.1912,1912,1912,0,письмо,автограф
1546,4,0532,25.02.1934,1934,1934,0,письмо,автограф
1547,4,0533,5.05.1935 - 12.09.1935,1935,1935,0,письма,автограф
1548,4,0534,8.01.1934 - 5.02.1935,1934,1935,0,письма,автограф
1549,4,0536,5.07.1931 - 29.07.1931,1931,1931,0,письмо,автограф
1550,4,0537,[20.06.]1934,1934,1934,1,письмо,автограф
1551,4,0538,23.06.1934,1934,1934,0,письмо,автограф
1552,4,0539,25.02.1928,1928,1928,0,письмо,автограф
1553,4,0540,7.03.1928 - 30.05.1928,1928,1928,0,письма,машинопись
1554,4,0541,20.05.1931,1931,1931,0,письмо,автограф
1555,4,0542,14.03.1935,1935,1935,0,письмо,автограф
1556,4,0543,16.02.1924,1924,1924,0,письмо,автограф
1557,4,0544,18.04.1935,1935,1935,0,письмо,машинопись
1558,4,0545,26.08.1934,1934,1934,0,письмо,автограф
1559,4,0546,1.01.1934 - 8.09.1934,1934,1934,0,письма,автограф
1560,4,0547,[8.11. или 10.11.]1925,1925,1925,1,письмо,автограф
1561,4,0548,22.09.1924 - 3.09.1935,1924,1935,0,письма,автограф
1562,4,0549,5.05.1924 - 5.04.1935,1924,1935,0,письма,"автограф, машинопись"
1563,4,0550,27.07.1928 - 26.08.1928,1928,1928,0,письма,автограф
1564,4,0551,11.12.1917,1917,1917,0,письмо,автограф
1565,4,0552,12.05.1931,1931,1931,0,письмо,автограф
1566,4,0553,28.07.1934 - 13.07.1935,1934,1935,0,письма,автограф
1567,4,0554,3.09.1935,1935,1935,0,письмо,автограф
1568,4,0554a,22.02.1932 - 12.05.1934,1932,1934,0,письма,автограф
1569,4,0555,4.11.1934 - 26.06.1935,1934,1935,0,письма,автограф
1570,4,0556,30.04.1928 - 29.09.1930,1928,1930,0,письма,автограф
1571,4,0557,30.03.1933,1933,1933,0,письмо,автограф
1572,4,0558,2.08.1935,1935,1935,0,письмо,автограф
1573,4,0559,7.12.1925 - 15.12.1926,1925,1926,0,письма,"автограф, машинопись"
1574,4,0560,25.05.1928 - 22.02.1929,1928,1929,0,письма,автограф
1575,4,0561,18.08.1927,1927,1927,0,письмо,автограф
1576,4,0562,4.05.1926 - 1.06.1928,1926,1928,0,письма,автограф
1577,4,0563,9.08.1928,1928,1928,0,письмо,автограф
1578,4,0564,11.11.1934,1934,1934,0,письмо,автограф
1579,4,0565,26.12.1934,1934,1934,0,письмо,автограф
1580,4,0566,23.05.1934,1934,1934,0,письмо,автограф
1581,4,0567,23.03.1935,1935,1935,0,письмо,автограф
1582,4,0568,8.12.1932 - 27.09.1934,1932,1934,0,письма,автограф
1583,4,0569,25.08.1931,1931,1931,0,письмо,автограф
1584,4,0570,3.02.1935 - 31.08.1935,1935,1935,0,письма,автограф
1585,4,0571,4.09.1917,1917,1917,0,письмо,автограф
1586,4,0572,10.07.1934 - 7.08.1935,1934,1935,0,письма,автограф
1587,4,0573,28.04.1928,1928,1928,0,письмо,автограф
1588,4,0574,18.08.1927 - 29.08.1927,1927,1927,0,письма,автограф
1589,4,0575,23.09.1935,1935,1935,0,письмо,автограф
1590,4,0576,8.12.1927 - 27.06.1935,1927,1935,0,письма,"автограф, машинопись"
1591,4,0577,11.01.1931,1931,1931,0,письмо,автограф
1592,4,0578,21.06.1934,1934,1934,0,письмо,автограф
1593,4,0579,29.04.1935 - 11.05.1935,1935,1935,0,письмо,"автограф, машинопись"
1594,4,0580,19.01.1935 - 2.02.1935,1935,1935,0,письма,автограф
1595,4,0581,28.03.1921,1921,1921,0,письмо,автограф
1596,4,0582,[26.07.]1934,1934,1934,1,письмо,автограф
1597,4,0583,31.07.1923 - 3.03.1928,1923,1928,0,письма,автограф
1598,4,0584,10.02.1930,1930,1930,0,письмо,автограф
1599,4,0585,2.02.1931,1931,1931,0,письмо,автограф
